"task_id","simulation_seed","simulation_attempt","observed_data_md5","model","Nmif","best_run","start_B0","start_sigma_beta","start_Beta","B0_hat","sigma_beta_hat","Beta_hat","logLik","logLik_se","n_successful_pf_evals","final_pf_logLik","fit_success","final_pf_success","status"
136,1136,1,"75dc159ba49385507004b04106ac29e8","constant_B",600,5,NA,NA,5,NA,NA,3.80506680946111,-229.055884788625,0.301687373166465,5,-228.606789927214,TRUE,TRUE,"success"
137,1137,1,"25af99e573ba8708856ba71f5d31801d","constant_B",600,4,NA,NA,4,NA,NA,3.51727541648802,-210.706477862207,0.520969283100869,5,-211.496936126971,TRUE,TRUE,"success"
138,1138,1,"24ce0d2a3efbc542f5ad5931cbdb79aa","constant_B",600,3,NA,NA,3,NA,NA,3.56821778157014,-204.532912326632,0.541416936514962,5,-206.005674857826,TRUE,TRUE,"success"
139,1139,1,"392c573a8d8baf810091dbff34258106","constant_B",600,4,NA,NA,4,NA,NA,3.89512404417988,-213.697957068756,3.98867718927179,5,-216.74567250927,TRUE,TRUE,"success"
140,1140,1,"9af7f4bb9f26f77c38c192936cf0be33","constant_B",600,6,NA,NA,6,NA,NA,3.3375648203429,-199.890439763433,0.238827121851571,5,-200.210462062525,TRUE,TRUE,"success"
141,1141,1,"bd55561900b24ec7c3c7ac64a514ac02","constant_B",600,3,NA,NA,3,NA,NA,3.93835405072088,-221.383735286645,0.273744996643444,5,-221.810780029535,TRUE,TRUE,"success"
142,1142,1,"d1a06c9101d2c0ee727ae600038327ba","constant_B",600,6,NA,NA,6,NA,NA,4.10423453480635,-208.40753045529,0.813294152781091,5,-209.554440817514,TRUE,TRUE,"success"
143,1143,1,"5e8bbd223a147392f54cce5f77c7b52e","constant_B",600,5,NA,NA,5,NA,NA,3.39443155848741,-211.436663047916,0.103526091256706,5,-212.08957645616,TRUE,TRUE,"success"
144,1144,1,"a7c2af9704a9238a0ba07d099939a75d","constant_B",600,4,NA,NA,4,NA,NA,3.19967172769648,-197.698508188233,0.0645096001104525,5,-197.787031931813,TRUE,TRUE,"success"
145,1145,1,"2db60151e6a71b77be25757b07f7d413","constant_B",600,6,NA,NA,6,NA,NA,3.57303587674925,-210.406127951034,0.645629502818119,5,-210.078689199641,TRUE,TRUE,"success"
146,1146,1,"11b683568a8c7109187e0d518ad44753","constant_B",600,4,NA,NA,4,NA,NA,3.66791693387675,-216.165015859644,0.594157079011104,5,-218.016182717786,TRUE,TRUE,"success"
147,1147,1,"39e27a57bdf2c1c57e6c23b743348818","constant_B",600,5,NA,NA,5,NA,NA,3.5110899835292,-213.995505859868,0.70176179019096,5,-215.691879375336,TRUE,TRUE,"success"
148,1148,1,"08f76d2a0f0fd7c0c65c77a4e3db66f5","constant_B",600,5,NA,NA,5,NA,NA,3.72906773173344,-224.343067561372,0.132689842195513,5,-224.628993802533,TRUE,TRUE,"success"
149,1149,1,"73fb1389d38e28b1daab2d44d648d7dc","constant_B",600,4,NA,NA,4,NA,NA,2.95385938453872,-128.062148964376,0.0170555641310663,5,-128.033721709647,TRUE,TRUE,"success"
150,1150,1,"4538cec1dfd416909e103d8882091c24","constant_B",600,3,NA,NA,3,NA,NA,3.40204771448594,-214.832037340341,1.68255929660659,5,-216.649643684019,TRUE,TRUE,"success"
151,1151,1,"c30a72bbd9994edc5a6a1c2aed4242b1","constant_B",600,6,NA,NA,6,NA,NA,3.28458735867331,-206.092096951828,0.030467950547555,5,-206.174710003273,TRUE,TRUE,"success"
152,1152,1,"6a9c86481f4a2482e1b37d74f117071e","constant_B",600,5,NA,NA,5,NA,NA,4.46866101561535,-197.473268861637,0.240989568533286,5,-198.216086056657,TRUE,TRUE,"success"
153,1153,1,"442e0ebc852ae02e3200593355a37960","constant_B",600,1,NA,NA,1,NA,NA,3.64852387529649,-205.004706065452,1.30934853872737,5,-206.862502006241,TRUE,TRUE,"success"
154,1154,1,"64361962d8cd28975836ca41ffba829e","constant_B",600,3,NA,NA,3,NA,NA,3.85794374506831,-213.697094326143,0.245479825408066,5,-213.871877124906,TRUE,TRUE,"success"
155,1155,1,"af7b6609489cc20efa3782fad07fa0d9","constant_B",600,6,NA,NA,6,NA,NA,3.85690716021111,-228.336949016843,3.13536610934351,5,-231.914503603675,TRUE,TRUE,"success"
156,1156,1,"9d0dfa99ebb269242e3d64e8a5fe517c","constant_B",600,6,NA,NA,6,NA,NA,3.11413834377603,-175.355266709451,0.0555912409943719,5,-175.466677936922,TRUE,TRUE,"success"
157,1157,1,"66c6e6745a642b2c128f396464ab9c36","constant_B",600,4,NA,NA,4,NA,NA,3.63056162078558,-228.740625928374,0.862283865265327,5,-229.445004214667,TRUE,TRUE,"success"
158,1158,1,"8f8136ef754c0743bae4dd275c47bf9b","constant_B",600,6,NA,NA,6,NA,NA,3.47171025427573,-221.792592673164,0.930738849488235,5,-225.1090853398,TRUE,TRUE,"success"
159,1159,1,"6eeed27f9e2c16bae4fa14c32548d476","constant_B",600,1,NA,NA,1,NA,NA,3.54121352786879,-215.395786422403,0.133596118104807,5,-214.944506348152,TRUE,TRUE,"success"
160,1160,1,"6fc5bd4defacec08d522e9606a883766","constant_B",600,6,NA,NA,6,NA,NA,3.55655059330401,-219.154369269234,0.212464247118942,5,-219.760274494562,TRUE,TRUE,"success"
161,1161,1,"a357237d620a342d728f96dc8aac5757","constant_B",600,6,NA,NA,6,NA,NA,3.50447371978197,-218.062366020064,0.219243581002517,5,-219.131791080532,TRUE,TRUE,"success"
162,1162,1,"4cc160a48b020eb4685997894bf01baf","constant_B",600,5,NA,NA,5,NA,NA,3.57101821231828,-221.736467508666,0.58160235111521,5,-222.169134339958,TRUE,TRUE,"success"
163,1163,1,"e67c4eaea4e2842baa2a758c4beb2e82","constant_B",600,1,NA,NA,1,NA,NA,3.85549267461845,-213.436295508541,1.57123485957015,5,-214.2174283711,TRUE,TRUE,"success"
164,1164,1,"d690f07a51a75e813d73e446e77eb394","constant_B",600,5,NA,NA,5,NA,NA,3.34714564534042,-205.889938841499,0.0970702952085623,5,-206.299559605667,TRUE,TRUE,"success"
165,1165,1,"50366235ff21bfd0a4d01f895b905c92","constant_B",600,2,NA,NA,2,NA,NA,3.25034458621817,-207.075591423032,0.109210613598887,5,-207.43109517445,TRUE,TRUE,"success"
166,1166,1,"495d59eeef0b219751064d03c686254d","constant_B",600,6,NA,NA,6,NA,NA,3.51303760035219,-224.188064966131,3.84796043611472,5,-226.7841577941,TRUE,TRUE,"success"
167,1167,1,"b8bc66b5036c4f6bd977937ad6e2a29d","constant_B",600,3,NA,NA,3,NA,NA,3.7429926414582,-211.423107423879,1.17152241647197,5,-212.59756697656,TRUE,TRUE,"success"
168,1168,1,"d65d84681677642681932395599566ad","constant_B",600,3,NA,NA,3,NA,NA,3.40178219956943,-205.28047345619,0.407554871012176,5,-205.909047255941,TRUE,TRUE,"success"
169,1169,1,"4b517b06b20afe2ab6f16f327d16edef","constant_B",600,1,NA,NA,1,NA,NA,3.25364472563011,-201.696045302105,0.194267729760586,5,-202.449190192561,TRUE,TRUE,"success"
170,1170,1,"f32af8f5828cad3f276263ef3b9502fb","constant_B",600,4,NA,NA,4,NA,NA,3.02615383147672,-162.736604966525,0.0354159475357255,5,-162.79913532345,TRUE,TRUE,"success"
171,1171,1,"2ec9a3cf6058379814f756d7b9f93ea9","constant_B",600,6,NA,NA,6,NA,NA,3.51411410974637,-213.563896590115,0.466380641129809,5,-214.625051599592,TRUE,TRUE,"success"
172,1172,1,"68d41d2891a14e960534c955889a715f","constant_B",600,1,NA,NA,1,NA,NA,3.56865028746712,-211.440587464595,1.01442611537467,5,-213.788244437867,TRUE,TRUE,"success"
173,1173,1,"b998c1e8401789afff3d7d34e1be5997","constant_B",600,4,NA,NA,4,NA,NA,3.58234932950392,-221.408081992872,0.447383675278546,5,-223.4518410762,TRUE,TRUE,"success"
174,1174,1,"7a6ced56beec68835d7a03f46b6af6e8","constant_B",600,6,NA,NA,6,NA,NA,3.35286254930132,-209.577177667528,0.49280867946777,5,-210.326672906106,TRUE,TRUE,"success"
175,1175,1,"2744bfdd13475fbe6815e8986de922fa","constant_B",600,6,NA,NA,6,NA,NA,3.49043005535968,-217.467583082641,0.0584915282964906,5,-217.501546630956,TRUE,TRUE,"success"
176,1176,1,"c141df7878a0d44e38a58170b4492543","constant_B",600,4,NA,NA,4,NA,NA,3.20357477680729,-209.968458453921,0.126731883936139,5,-210.083172643141,TRUE,TRUE,"success"
177,1177,1,"c17f97d975a2e6794ea31e8367d83e40","constant_B",600,2,NA,NA,2,NA,NA,3.97695491448522,-205.866566056885,4.07219437525932,5,-210.591657258414,TRUE,TRUE,"success"
178,1178,1,"4f3cc0d975b486260ecd02e9ed831df5","constant_B",600,4,NA,NA,4,NA,NA,3.35216763444396,-208.494369127538,0.179756783894783,5,-208.699819458501,TRUE,TRUE,"success"
179,1179,1,"6d4a044da028c76d3fafc003136384eb","constant_B",600,6,NA,NA,6,NA,NA,3.65817636753352,-211.905239741109,0.294834357654872,5,-212.048741481217,TRUE,TRUE,"success"
180,1180,1,"ff3b24bb3a95e7b5178276b17e2c0dad","constant_B",600,6,NA,NA,6,NA,NA,3.56155309087283,-221.375773424237,0.806205453267792,5,-222.915004252395,TRUE,TRUE,"success"
181,1181,1,"80dfab2294dc854a8695d1c1ce6265d9","constant_B",600,4,NA,NA,4,NA,NA,3.50859052613305,-214.222003610336,0.199708944473961,5,-214.625978589826,TRUE,TRUE,"success"
182,1182,1,"941f9c48ec56eb19b25786187b006f10","constant_B",600,6,NA,NA,6,NA,NA,3.86733595325964,-223.358799010166,2.9723328501391,5,-226.502105865445,TRUE,TRUE,"success"
183,1183,1,"2dc5d7e9b3e15c740d490d788211573a","constant_B",600,4,NA,NA,4,NA,NA,3.23025508590752,-209.529653032692,0.463678947116182,5,-211.213311458434,TRUE,TRUE,"success"
184,1184,1,"77c6e00a79e8c3b3df80e1c4b0ff8023","constant_B",600,2,NA,NA,2,NA,NA,3.43813314676187,-215.831420750964,1.20651584361905,5,-216.629398557303,TRUE,TRUE,"success"
185,1185,1,"52e3986fb55b179cf59e4540a86a982d","constant_B",600,6,NA,NA,6,NA,NA,3.00120307335378,-168.65201938435,0.032882664891716,5,-168.78698998601,TRUE,TRUE,"success"
186,1186,1,"ccc0636a72fb6ba022578cc100c8cb7c","constant_B",600,6,NA,NA,6,NA,NA,3.50090363359215,-210.801023470922,0.599649629089238,5,-212.788261659724,TRUE,TRUE,"success"
187,1187,1,"7409506000aab5f15ec58cc3dd3fb72e","constant_B",600,3,NA,NA,3,NA,NA,3.98915102777351,-206.546364067462,0.451186860221428,5,-206.789117868025,TRUE,TRUE,"success"
188,1188,1,"0e1b1e567b5a85241d50f71772de9be1","constant_B",600,2,NA,NA,2,NA,NA,3.34794562416894,-225.827906216487,0.443025008644576,5,-227.587308566523,TRUE,TRUE,"success"
189,1189,1,"02453cd2773e7494e1a4738ba6f3c7a1","constant_B",600,4,NA,NA,4,NA,NA,3.28035456445111,-185.314535989618,0.13179930467106,5,-185.333940779684,TRUE,TRUE,"success"
190,1190,1,"e11e338409fdbfff7af641a286a93437","constant_B",600,6,NA,NA,6,NA,NA,3.49549240191978,-238.516596055923,1.14778180741722,5,-239.614694939065,TRUE,TRUE,"success"
191,1191,1,"88ccda7d997701880c9d0c636b220b1e","constant_B",600,1,NA,NA,1,NA,NA,3.46853535715138,-216.872232341142,0.240096195710052,5,-217.643408736657,TRUE,TRUE,"success"
192,1192,1,"9a5e00955ca9971800073dd3e4c28ad7","constant_B",600,2,NA,NA,2,NA,NA,3.26944234199487,-214.495781519203,0.186729838274809,5,-215.264564123824,TRUE,TRUE,"success"
193,1193,2,"50b5e6cbc49ffa79634e56edd10b8bf0","constant_B",600,1,NA,NA,1,NA,NA,3.7798974052997,-217.420606173952,0.477716416007223,5,-218.368638951685,TRUE,TRUE,"success"
194,1194,1,"1f0b118441ef88f9f7e1c86a5d22c593","constant_B",600,1,NA,NA,1,NA,NA,3.31887010831789,-212.626159726322,0.100365053785816,5,-212.71650887129,TRUE,TRUE,"success"
195,1195,1,"4b29886fa0376b89caa9cc697a80dc98","constant_B",600,6,NA,NA,6,NA,NA,3.45516455665178,-205.322900927783,0.147639421441726,5,-205.982467795357,TRUE,TRUE,"success"
196,1196,1,"4a7772e1b5862480e3537a3124e41c07","constant_B",600,3,NA,NA,3,NA,NA,2.97445866571104,-155.65984782693,0.0130783497656931,5,-155.686983501609,TRUE,TRUE,"success"
197,1197,1,"80e2caf0dbc5ddb7f96d7faf9fa1bf49","constant_B",600,2,NA,NA,2,NA,NA,3.20888503483755,-209.947255992685,0.0456424368086134,5,-209.962169995948,TRUE,TRUE,"success"
198,1198,1,"9cf5a39df21d5a234b9a57056ebe1360","constant_B",600,4,NA,NA,4,NA,NA,3.3335205297507,-216.923680832553,0.0493455812760901,5,-216.783083566048,TRUE,TRUE,"success"
199,1199,1,"f24eafb51b8268645a90a1a9cbcc2a5c","constant_B",600,3,NA,NA,3,NA,NA,3.82308864699168,-219.492449121225,0.333997214708031,5,-221.488892653261,TRUE,TRUE,"success"
200,1200,1,"2276182a83b89b4d2f8bfc96d14895ca","constant_B",600,5,NA,NA,5,NA,NA,3.66890855653427,-232.336568820309,3.7018832209312,5,-234.015720811051,TRUE,TRUE,"success"
